Year,Month,Day,Temperature_Max,Temperature_Avg,Temperature_Min,Dew_Point_Max,Dew_Point_Avg,Dew_Point_Min,Humidity_Max,Humidity_Avg,Humidity_Min,Wind_Speed_Max,Wind_Speed_Avg,Wind_Speed_Min,Pressure_Max,Pressure_Avg,Pressure_Min,Total
2012,3,7,84,74.7,0,72,68.5,0,94,78.7,0,15,9.2,2,29.8,29.0,0.0,0.00
2012,3,8,73,69.3,64,68,62.6,0,94,84.1,0,13,8.7,6,29.8,29.7,29.7,0.00
2012,3,9,64,61.7,59,63,55.3,50,94,80.1,64,15,12.3,8,30.0,29.9,29.8,0.00
2012,3,10,63,59.8,57,50,47.6,45,77,64.9,52,13,7.9,1,30.1,30.0,30.0,0.00
2012,3,11,61,58.1,55,52,49.0,46,88,71.8,63,9,5.0,2,30.2,30.1,30.0,0.00
2012,3,12,63,60.1,57,52,50.9,48,82,71.7,63,8,4.9,1,30.2,30.1,30.0,0.00
2012,3,13,63,60.0,57,54,52.5,52,88,76.1,68,9,5.4,1,30.2,29.5,0.0,0.00
2012,3,14,66,62.5,59,59,55.3,54,88,77.2,68,8,4.5,0,30.1,30.0,29.9,0.00
2012,3,15,70,64.8,61,64,53.2,0,94,75.4,0,8,3.6,0,30.0,29.9,29.8,0.00
2012,3,16,72,67.2,64,66,59.9,0,94,83.0,0,9,3.4,0,29.9,29.8,29.8,0.00
2012,3,17,73,70.6,68,70,52.2,0,100,70.4,0,7,3.0,0,29.9,29.8,29.7,0.00
2012,3,18,77,73.5,72,72,68.1,0,100,87.3,0,9,4.1,0,29.9,29.8,29.8,0.00
2012,3,19,82,76.0,72,72,71.1,70,94,84.8,66,14,7.0,1,29.9,29.8,29.7,0.00
2012,3,20,77,72.7,0,73,67.4,0,94,85.1,0,10,7.0,2,29.9,29.2,0.0,0.00
2012,3,21,75,73.7,73,73,71.0,70,94,89.1,83,15,9.0,3,29.9,29.8,29.7,0.00
2012,3,22,79,75.4,73,72,71.1,70,89,84.8,78,15,10.5,8,29.9,29.8,29.7,0.00
2012,3,23,75,69.7,64,72,59.5,45,89,70.8,46,28,10.8,2,30.2,30.0,29.8,0.00
2012,3,24,73,67.7,63,54,45.9,41,64,46.2,33,12,6.2,3,30.2,30.1,30.0,0.00
2012,3,25,72,66.4,63,59,52.8,46,78,61.8,41,9,4.3,0,30.2,30.1,30.0,0.00
2012,3,26,75,69.2,64,59,54.7,50,83,61.1,41,8,3.5,0,30.2,30.1,30.0,0.00
2012,3,27,77,71.3,64,63,57.0,48,83,61.7,38,10,5.3,0,30.1,30.1,30.0,0.00
2012,3,28,79,71.2,66,66,64.7,61,94,80.7,65,14,6.8,1,30.1,30.0,29.9,0.00
2012,3,29,75,71.5,70,68,66.3,66,88,84.2,78,15,8.6,5,30.0,29.9,29.8,0.00
2012,3,30,77,73.2,70,70,66.3,0,94,81.3,0,10,6.2,2,30.0,29.9,29.8,0.00
2012,3,31,75,71.8,68,68,60.2,55,94,67.6,53,17,8.5,0,30.2,30.1,30.0,0.00
2012,4,1,81,72.5,66,63,59.5,55,88,65.4,42,13,6.8,2,30.1,30.0,29.9,0.00
2012,4,2,82,72.9,64,70,63.8,59,88,73.8,58,14,7.3,2,30.0,29.9,29.8,0.00
2012,4,3,73,72.2,70,70,59.2,0,94,74.7,0,9,4.9,0,30.1,29.3,0.0,0.00
2012,4,4,82,75.8,72,72,70.8,68,94,84.2,70,17,6.8,0,30.0,29.9,29.8,0.00
2012,4,5,81,75.1,73,73,67.2,0,94,81.8,0,10,5.4,0,29.9,29.8,29.7,0.00
2012,4,6,82,75.9,72,73,70.7,66,94,83.4,70,14,7.1,0,29.9,29.9,29.8,0.00
2012,4,7,73,70.5,68,68,63.5,0,94,81.5,0,13,7.7,1,30.0,26.8,0.0,0.00
2012,4,8,77,72.3,66,66,62.8,59,83,72.0,57,12,6.7,0,30.0,29.9,29.8,0.00
2012,4,9,81,74.3,70,68,66.2,64,88,76.5,61,12,7.6,3,29.9,29.9,29.8,0.00
2012,4,10,79,74.0,70,72,67.7,66,88,80.7,69,12,7.7,2,29.9,29.8,29.8,0.00
2012,4,11,84,77.0,73,73,71.4,70,89,82.2,66,12,7.3,3,29.9,29.1,0.0,0.00
2012,4,12,86,79.6,75,75,72.8,72,94,80.7,66,14,9.7,3,29.8,29.7,29.6,0.00
2012,4,13,88,80.7,75,75,73.0,72,94,78.9,62,16,9.7,3,29.8,29.7,29.7,0.00
2012,4,14,84,79.8,77,75,74.1,73,89,84.0,74,14,9.7,6,29.8,28.5,0.0,0.00
2012,4,15,81,79.2,77,75,73.8,73,89,85.5,79,13,8.8,6,29.8,29.7,29.6,0.00
2012,4,16,86,78.6,0,77,72.3,0,89,80.4,0,14,8.4,5,29.8,29.1,0.0,0.00
2012,4,17,88,80.1,0,77,72.9,0,94,78.0,0,14,9.3,7,29.7,29.0,0.0,0.00
2012,4,18,90,82.4,79,77,75.3,73,89,80.5,62,15,10.3,5,29.7,29.6,29.5,0.00
2012,4,19,90,82.9,79,77,75.2,73,89,79.0,62,15,10.0,3,29.7,29.7,29.6,0.00
2012,4,20,91,83.4,77,77,74.6,68,89,76.1,59,17,9.2,0,29.8,29.7,29.5,0.00
2012,4,21,86,77.8,72,70,67.3,64,94,71.7,48,26,7.2,0,29.9,29.8,29.7,0.00
2012,4,22,86,78.1,72,70,67.9,64,94,72.2,51,17,7.7,0,29.8,29.7,29.7,0.00
2012,4,23,90,78.9,0,75,69.5,0,89,74.2,0,15,9.0,3,29.7,29.6,29.5,0.00
2012,4,24,97,85.5,75,79,75.0,73,94,73.0,50,15,8.4,2,29.6,29.5,29.4,0.00
2012,4,25,100,87.3,77,81,74.5,70,89,68.2,39,21,7.4,2,29.8,29.6,29.5,0.00
2012,4,26,86,80.2,73,72,64.0,57,78,58.7,42,20,8.8,3,29.9,29.8,29.7,0.00
2012,4,27,84,76.3,0,72,67.5,0,83,72.0,0,12,7.8,3,29.8,29.1,0.0,0.00
2012,4,28,93,82.8,75,75,72.4,70,89,71.4,52,16,7.9,2,29.6,29.6,29.5,0.00
2012,4,29,91,83.0,77,79,74.1,72,89,75.9,55,12,6.9,1,29.7,29.6,29.5,0.00
2012,4,30,99,86.4,77,77,73.3,68,94,67.9,39,13,7.5,5,29.6,29.5,29.4,0.00
2012,5,1,104,87.8,77,79,73.0,64,89,65.5,27,14,7.7,3,29.6,29.5,29.4,0.00
2012,5,2,100,88.8,81,79,76.3,75,89,68.6,44,13,8.5,5,29.7,29.6,29.4,0.00
2012,5,3,99,88.5,81,79,76.4,75,89,69.1,50,14,8.3,5,29.6,29.5,29.4,0.00
2012,5,4,100,88.3,81,81,76.4,73,84,69.5,44,15,8.6,5,29.7,29.6,29.4,0.00
2012,5,5,91,83.5,75,79,74.4,0,94,76.8,0,13,8.0,1,29.8,28.4,0.0,0.00
2012,5,6,91,80.6,75,77,73.5,72,89,79.6,55,16,7.0,0,29.8,29.1,0.0,0.00
2012,5,7,84,80.1,75,77,75.8,73,94,87.5,79,13,7.0,0,29.8,29.1,0.0,0.00
2012,5,8,91,84.3,79,77,76.0,73,94,77.5,59,16,9.1,3,29.8,29.7,29.6,0.00
2012,5,9,93,84.5,77,77,75.7,72,94,75.9,52,13,7.8,1,29.8,29.7,29.7,0.00
2012,5,10,93,86.0,79,79,77.3,75,94,76.0,59,12,7.0,5,29.8,29.7,29.6,0.00
2012,5,11,93,85.2,81,79,78.1,75,94,79.5,59,14,9.3,3,29.7,28.4,0.0,0.00
2012,5,12,91,84.0,77,81,76.3,72,89,78.5,63,14,9.2,2,29.6,29.6,29.4,0.00
2012,5,13,91,85.4,81,79,77.6,75,89,78.1,59,15,8.0,2,29.6,29.5,29.5,0.00
2012,5,14,95,85.7,77,81,77.6,72,94,76.9,56,17,10.2,6,29.8,29.6,29.5,0.00
2012,5,15,82,78.1,75,73,70.0,66,94,76.8,58,13,5.8,0,29.8,27.9,0.0,0.00
2012,5,16,90,82.7,75,75,69.0,64,84,64.2,51,12,5.2,0,29.8,29.7,29.5,0.00
2012,5,17,93,84.8,79,75,73.8,70,89,71.2,49,14,6.6,2,29.7,29.7,29.5,0.00
2012,5,18,93,86.2,79,77,75.4,73,89,71.5,52,12,6.2,1,29.7,29.6,29.6,0.00
2012,5,19,91,85.1,81,81,77.6,75,89,78.6,63,10,6.9,3,29.7,29.7,29.6,0.00
2012,5,20,93,86.5,81,81,78.1,77,94,76.7,59,13,7.3,5,29.7,29.6,29.5,0.00
2012,5,21,88,81.9,75,81,77.1,72,94,85.4,75,23,7.8,1,29.7,29.0,0.0,0.00
2012,5,22,86,79.6,75,79,75.4,72,94,87.8,74,17,8.8,5,29.7,27.1,0.0,0.00
2012,5,23,84,80.7,79,77,76.2,75,94,86.8,74,10,6.3,1,29.6,28.9,0.0,0.00
2012,5,24,88,82.5,79,77,76.4,75,94,82.8,66,16,5.5,0,29.6,27.0,0.0,0.00
2012,5,25,84,79.7,75,79,75.3,72,94,86.4,78,13,7.5,2,29.7,24.6,0.0,0.00
2012,5,26,79,75.6,73,72,70.3,70,89,82.5,74,12,7.0,2,29.8,28.5,0.0,0.00
2012,5,27,86,79.7,75,75,72.3,70,89,78.5,62,7,4.0,0,29.8,29.7,29.6,0.00
2012,5,28,90,82.9,77,79,75.4,73,94,79.8,59,12,5.5,2,29.8,29.7,29.6,0.00
2012,5,29,91,84.5,79,77,74.8,0,94,76.3,0,13,7.2,3,29.8,29.7,29.6,0.00
2012,5,30,86,80.3,77,79,73.9,70,94,81.8,62,14,7.3,1,29.8,28.5,0.0,0.00
2012,5,31,90,82.9,79,75,73.2,70,89,73.6,58,10,5.4,2,29.8,29.7,29.6,0.00
2012,6,1,90,82.6,77,75,72.7,70,94,72.5,59,13,5.7,2,29.8,29.7,29.6,0.00
2012,6,2,88,81.5,75,75,73.2,70,94,77.3,58,13,6.5,2,29.7,28.4,0.0,0.00
2012,6,3,90,82.1,75,77,73.7,72,94,77.0,59,8,4.5,0,29.7,29.6,29.5,0.00
2012,6,4,91,85.3,81,79,77.1,75,89,77.2,59,12,6.4,2,29.6,29.5,29.4,0.00
2012,6,5,93,86.6,82,81,79.0,77,89,78.0,59,15,8.8,3,29.6,29.5,29.4,0.00
2012,6,6,88,83.8,81,81,79.5,77,94,85.9,79,12,6.8,1,29.6,28.9,0.0,0.00
2012,6,7,93,85.2,81,81,77.7,75,94,78.8,59,15,7.3,1,29.6,29.5,29.5,0.00
2012,6,8,91,84.2,77,79,75.8,0,94,79.4,0,14,6.8,1,29.6,28.4,0.0,0.00
2012,6,9,93,85.7,81,79,76.8,73,94,75.7,56,15,5.9,0,29.6,29.6,29.4,0.00
2012,6,10,99,88.9,81,81,76.6,73,94,69.1,44,13,5.7,0,29.5,29.5,29.4,0.00
2012,6,11,97,89.1,82,79,75.6,72,84,65.3,47,13,5.4,0,29.5,29.5,29.4,0.00
2012,6,12,100,90.4,82,79,76.8,73,89,65.9,44,16,7.0,3,29.5,29.5,29.4,0.00
2012,6,13,93,86.4,82,81,76.7,73,89,72.8,59,9,6.3,1,29.6,29.5,29.4,0.00
2012,6,14,100,86.6,77,81,76.6,73,94,74.5,42,21,7.4,0,29.6,28.2,0.0,0.00
2012,6,15,88,82.3,77,79,76.3,75,94,82.6,70,13,7.3,3,29.6,29.5,29.5,0.00
2012,6,16,93,86.3,79,79,74.5,68,94,69.8,46,12,4.8,0,29.6,29.5,29.4,0.00
2012,6,17,97,88.0,79,79,74.1,70,89,65.7,44,10,4.7,0,29.5,28.9,0.0,0.00
2012,6,18,97,88.8,82,81,76.0,72,89,67.5,44,8,3.6,0,29.5,24.6,0.0,0.00
2012,6,19,97,86.3,77,81,75.7,72,89,72.6,47,24,6.2,1,29.5,28.2,0.0,0.00
2012,6,20,86,81.6,77,77,74.6,72,94,80.4,62,6,2.4,0,29.6,29.5,29.4,0.00
2012,6,21,93,84.8,79,79,76.3,73,94,77.1,56,8,2.7,0,29.6,29.5,29.5,0.00
2012,6,22,95,83.5,77,79,75.9,70,89,79.2,56,25,6.6,2,29.6,29.5,29.4,0.00
2012,6,23,91,84.3,77,79,74.7,0,94,76.2,0,10,4.8,0,29.5,29.5,29.4,0.00
2012,6,24,90,84.1,81,79,75.5,73,89,76.0,62,9,6.3,3,29.5,28.9,0.0,0.00
2012,6,25,95,86.3,81,79,75.4,70,89,71.7,44,10,5.6,0,29.5,29.5,29.4,0.00
2012,6,26,93,86.5,81,79,75.7,70,84,71.0,46,9,5.6,2,29.5,29.4,29.4,0.00
2012,6,27,91,83.3,0,79,75.4,0,94,76.0,0,10,6.8,1,29.5,28.9,0.0,0.00
2012,6,28,93,84.2,75,79,76.0,73,94,77.6,56,16,7.2,1,29.6,29.5,29.5,0.00
2012,6,29,93,85.0,77,77,75.1,73,94,73.7,52,8,3.7,0,29.6,29.5,29.5,0.00
2012,6,30,93,85.3,77,79,76.8,72,94,76.6,59,17,4.8,0,29.6,28.9,0.0,0.00
2012,7,1,82,77.4,0,75,71.1,0,94,82.7,0,12,5.4,1,29.7,26.5,0.0,0.00
2012,7,2,86,80.1,77,77,74.6,73,94,84.5,70,13,6.3,0,29.7,29.6,29.6,0.00
2012,7,3,90,82.1,77,77,73.0,0,94,78.0,0,17,4.7,0,29.6,29.0,0.0,0.00
2012,7,4,90,82.5,79,77,75.7,73,94,80.7,62,14,6.8,2,29.6,29.6,29.5,0.00
2012,7,5,91,84.4,79,77,73.5,0,94,73.3,0,15,7.1,3,29.7,29.6,29.5,0.00
2012,7,6,91,85.3,79,79,75.3,72,94,73.3,52,13,4.8,0,29.7,29.6,29.5,0.00
2012,7,7,84,81.0,79,79,76.0,75,89,85.7,74,14,8.1,3,29.6,29.6,29.5,0.00
2012,7,8,86,81.7,79,77,75.3,73,89,81.3,74,13,9.2,5,29.7,29.6,29.5,0.00
2012,7,9,93,85.6,81,79,76.8,75,89,76.0,56,14,8.5,5,29.7,29.6,29.6,0.00
2012,7,10,95,86.6,79,79,77.1,75,89,74.0,53,16,8.2,2,29.7,29.6,29.5,0.00
2012,7,11,95,86.0,79,79,78.1,70,89,77.4,56,23,9.2,0,29.7,29.6,29.5,0.00
2012,7,12,93,87.1,82,79,78.2,75,89,74.9,59,17,11.6,6,29.7,29.6,29.5,0.00
2012,7,13,95,85.4,75,79,77.0,73,94,76.9,56,17,8.8,0,29.6,29.6,29.5,0.00
2012,7,14,97,87.0,79,81,76.5,73,89,72.7,47,12,6.5,2,29.6,29.6,29.5,0.00
2012,7,15,97,88.5,79,79,75.6,72,84,67.3,50,10,5.7,0,29.6,29.6,29.5,0.00
2012,7,16,97,89.9,81,81,76.1,72,84,65.4,47,9,4.6,0,29.6,29.5,29.5,0.00
2012,7,17,91,88.1,82,81,75.0,72,84,65.7,52,10,4.4,1,29.6,29.5,29.5,0.00
2012,7,18,97,85.9,75,79,75.0,70,94,72.0,41,22,7.3,0,29.7,28.9,0.0,0.00
2012,7,19,86,80.9,77,79,75.4,73,89,83.9,74,12,7.6,2,29.7,29.6,29.6,0.00
2012,7,20,91,84.6,81,79,77.5,75,89,79.9,62,13,6.4,0,29.7,29.6,29.6,0.00
2012,7,21,97,88.3,81,81,77.6,73,94,72.3,47,12,5.0,1,29.7,29.6,29.5,0.00
2012,7,22,95,85.7,0,81,76.7,0,94,73.7,0,14,5.2,0,29.5,28.8,0.0,0.00
2012,7,23,91,82.3,75,79,74.3,72,94,78.4,55,24,6.4,0,29.5,29.4,29.3,0.00
2012,7,24,91,82.0,75,77,74.7,73,94,79.8,59,22,8.1,0,29.4,28.2,0.0,0.00
2012,7,25,82,80.2,77,79,71.8,0,94,83.4,0,12,8.0,5,29.5,27.6,0.0,0.00
2012,7,26,88,82.2,79,79,76.5,73,94,83.4,62,12,7.3,2,29.6,28.3,0.0,0.00
2012,7,27,91,84.5,77,79,75.1,68,94,75.4,49,14,5.2,2,29.6,29.5,29.5,0.00
2012,7,28,90,78.3,0,77,72.0,0,94,83.3,0,13,6.8,3,29.6,28.9,0.0,0.00
2012,7,29,86,79.7,75,77,71.7,0,94,82.3,0,13,5.5,0,29.6,25.3,0.0,0.00
2012,7,30,90,81.2,75,77,72.4,0,94,79.2,0,16,5.1,0,29.6,28.9,0.0,0.00
2012,7,31,90,83.8,79,77,72.8,0,94,75.2,0,13,2.8,0,29.5,29.5,29.4,0.00
2012,8,1,95,86.4,79,79,76.7,75,89,74.1,53,9,4.6,0,29.5,29.5,29.4,0.00
2012,8,2,95,86.1,81,79,75.0,70,89,70.4,53,10,5.4,0,29.6,29.5,29.4,0.00
2012,8,3,97,86.8,77,77,74.6,72,89,68.4,53,8,4.5,0,29.6,29.5,29.4,0.00
2012,8,4,97,88.1,81,81,77.3,75,89,71.2,50,9,5.1,0,29.5,29.5,29.4,0.00
2012,8,5,99,88.3,77,79,75.2,70,89,66.8,42,20,5.3,0,29.5,28.9,0.0,0.00
2012,8,6,82,78.6,75,77,74.6,72,94,88.2,79,14,5.5,0,29.5,27.0,0.0,0.00
2012,8,7,82,79.0,75,77,73.7,72,94,85.3,74,12,7.0,2,29.6,27.6,0.0,0.00
2012,8,8,90,80.9,77,77,72.7,0,94,80.0,0,15,5.4,0,29.6,28.3,0.0,0.00
2012,8,9,91,81.5,77,77,72.8,0,94,79.8,0,24,5.3,0,29.6,28.3,0.0,0.00
2012,8,10,91,83.2,77,77,74.7,73,94,77.3,59,12,4.4,1,29.6,29.6,29.5,0.00
2012,8,11,93,85.0,81,77,74.7,0,89,75.2,0,12,4.7,0,29.6,29.6,29.5,0.00
2012,8,12,93,85.4,79,79,76.1,75,89,74.9,59,12,4.9,0,29.6,29.5,29.4,0.00
2012,8,13,84,81.2,75,79,75.2,72,94,82.7,70,18,6.3,1,29.6,29.5,29.4,0.00
2012,8,14,93,83.3,79,77,74.6,72,89,76.8,55,16,4.6,0,29.7,29.6,29.5,0.00
2012,8,15,90,84.0,79,77,75.0,73,89,76.0,59,7,3.0,0,29.7,29.6,29.5,0.00
2012,8,16,95,86.6,79,81,76.8,75,94,73.9,53,8,4.4,0,29.7,29.6,29.5,0.00
2012,8,17,86,79.3,73,81,73.5,0,94,85.3,0,39,11.5,0,29.6,28.2,0.0,0.00
2012,8,18,84,79.2,75,79,75.0,72,94,87.7,79,24,13.7,6,29.7,28.9,0.0,0.00
2012,8,19,90,82.7,79,79,75.9,75,94,81.2,62,9,6.0,0,29.8,29.7,29.6,0.00
2012,8,20,93,84.7,81,79,76.4,73,89,78.0,56,15,5.1,1,29.7,29.0,0.0,0.00
2012,8,21,93,85.8,81,79,76.3,0,94,76.7,0,9,5.2,3,29.7,29.6,29.6,0.00
2012,8,22,90,81.8,73,79,72.5,0,94,76.9,0,16,8.3,0,29.8,29.7,29.6,0.00
2012,8,23,90,82.0,77,75,70.6,0,94,72.5,0,12,5.8,0,29.8,28.5,0.0,0.00
2012,8,24,90,82.8,77,75,69.7,68,84,65.4,49,9,4.5,0,29.8,29.7,29.7,0.00
2012,8,25,91,84.7,77,77,73.1,70,89,69.5,52,6,2.0,0,29.8,29.7,29.6,0.00
2012,8,26,95,85.8,79,79,75.6,73,89,73.0,49,6,2.1,0,29.7,29.6,29.5,0.00
2012,8,27,93,86.7,81,79,74.3,0,89,70.1,0,8,2.4,0,29.7,29.6,29.5,0.00
2012,8,28,95,86.6,81,79,75.7,73,89,70.6,49,15,2.0,0,29.7,29.6,29.6,0.00
2012,8,29,95,87.2,81,79,76.1,73,89,71.1,49,12,4.5,0,29.8,29.7,29.6,0.00
2012,8,30,95,86.7,81,79,77.3,75,94,74.5,53,12,4.6,0,29.7,29.7,29.6,0.00
2012,8,31,93,86.3,81,79,76.7,73,89,73.7,55,15,7.6,3,29.7,29.6,29.6,0.00
2012,9,1,91,84.7,81,79,76.3,73,89,76.3,55,12,6.8,1,29.7,29.6,29.6,0.00
2012,9,2,91,83.9,81,77,74.6,70,89,75.1,52,15,5.6,1,29.8,29.7,29.6,0.00
2012,9,3,91,81.2,75,77,73.9,72,89,80.4,55,17,5.8,0,29.8,29.7,29.7,0.00
2012,9,4,90,82.6,77,75,72.5,68,89,73.1,52,14,5.9,1,29.8,29.8,29.8,0.00
2012,9,5,91,83.3,79,75,70.6,66,84,67.1,49,14,6.3,1,29.9,29.8,29.8,0.00
2012,9,6,84,80.7,79,75,73.0,72,89,78.3,70,13,6.0,1,29.9,29.2,0.0,0.00
2012,9,7,86,80.8,79,77,72.7,0,89,80.4,0,12,4.4,0,29.9,29.2,0.0,0.00
2012,9,8,84,79.1,77,77,74.5,73,94,87.0,70,8,3.3,0,29.9,28.6,0.0,0.00
2012,9,9,90,81.5,75,77,74.1,72,94,79.4,59,10,4.8,0,29.9,29.8,29.8,0.00
2012,9,10,93,84.0,77,77,74.1,72,94,73.8,52,13,6.5,3,29.8,29.8,29.7,0.00
2012,9,11,91,84.4,79,77,74.4,72,89,73.4,55,10,6.5,1,29.8,29.8,29.7,0.00
2012,9,12,93,84.7,79,77,74.3,70,94,72.5,46,8,5.1,0,29.8,29.7,29.6,0.00
2012,9,13,84,77.7,72,77,70.1,64,89,77.8,62,20,8.0,0,29.9,29.8,29.8,0.00
2012,9,14,77,75.2,73,63,61.3,59,69,61.1,54,14,8.0,3,29.9,29.9,29.8,0.00
2012,9,15,84,76.3,72,68,63.4,57,83,65.2,42,9,5.1,1,29.9,29.9,29.8,0.00
2012,9,16,88,78.7,68,68,63.8,57,88,63.3,38,8,2.7,0,29.9,29.9,29.8,0.00
2012,9,17,90,81.2,73,70,68.1,66,88,65.6,46,10,3.7,0,29.9,29.9,29.8,0.00
2012,9,18,88,81.9,77,73,69.6,66,83,66.7,52,10,6.7,0,29.9,29.8,29.7,0.00
2012,9,19,82,78.8,75,72,68.5,66,83,70.7,62,14,7.7,1,29.9,29.8,29.7,0.00
2012,9,20,82,76.3,72,72,66.0,0,89,74.3,0,9,4.5,0,29.9,29.8,29.7,0.00
2012,9,21,90,81.8,75,77,73.5,72,94,77.3,59,12,6.4,1,29.8,29.1,0.0,0.00
2012,9,22,93,84.5,79,77,74.1,72,94,73.1,52,12,7.2,5,29.8,29.7,29.6,0.00
2012,9,23,93,84.7,79,77,74.8,73,89,73.6,55,13,8.1,5,29.8,29.7,29.6,0.00
2012,9,24,91,84.6,81,77,75.3,73,89,75.0,55,12,7.9,6,29.7,29.7,29.6,0.00
2012,9,25,88,81.9,77,77,72.9,0,89,77.9,0,15,5.5,0,29.8,29.8,29.7,0.00
2012,9,26,88,81.0,77,75,72.3,0,94,78.7,0,7,3.5,0,29.9,29.8,29.8,0.00
2012,9,27,90,81.5,77,75,70.9,0,89,76.8,0,16,3.5,0,29.9,29.8,29.8,0.00
2012,9,28,90,83.5,77,73,67.9,64,89,61.0,46,16,5.8,0,29.9,29.9,29.8,0.00
2012,9,29,88,80.9,75,66,62.5,57,69,55.0,35,12,5.5,0,29.9,29.9,29.8,0.00
2012,9,30,88,79.6,72,66,60.5,54,78,54.9,31,10,4.4,0,29.9,29.9,29.8,0.00
2012,10,1,90,79.0,70,66,60.4,54,83,56.3,31,7,3.3,0,30.0,29.9,29.8,0.00
2012,10,2,90,80.0,70,70,66.2,63,88,64.6,40,8,4.2,0,29.9,29.9,29.8,0.00
2012,10,3,88,80.3,75,75,71.2,70,89,74.1,55,9,6.5,0,29.8,29.8,29.7,0.00
2012,10,4,84,78.3,77,75,71.7,68,94,80.0,66,17,7.5,0,29.8,29.8,29.7,0.00
2012,10,5,86,78.8,77,72,68.7,0,83,73.1,0,10,6.1,2,29.9,29.8,29.8,0.00
2012,10,6,82,77.1,75,72,71.5,70,89,82.5,66,9,4.3,0,30.0,29.9,29.9,0.00
2012,10,7,86,78.8,73,72,69.4,63,94,73.7,45,8,2.9,0,30.0,29.9,29.9,0.00
2012,10,8,88,79.6,72,72,70.3,68,88,73.3,55,6,1.6,0,30.0,29.3,0.0,0.00
2012,10,9,90,81.2,73,73,70.2,66,89,70.3,46,6,1.8,0,30.0,29.9,29.8,0.00
2012,10,10,86,80.0,75,73,67.8,61,89,67.5,48,13,3.9,0,30.0,29.9,29.8,0.00
2012,10,11,90,80.7,73,70,66.6,63,83,63.9,43,10,4.4,0,29.9,29.9,29.8,0.00
2012,10,12,90,80.4,73,72,67.7,64,83,66.8,43,9,6.3,1,29.9,28.6,0.0,0.00
2012,10,13,90,78.8,0,72,69.0,0,89,70.7,0,12,7.2,3,29.9,28.5,0.0,0.00
2012,10,14,90,81.0,75,73,71.7,70,89,73.5,52,15,8.6,3,29.9,29.9,29.8,0.00
2012,10,15,90,81.7,75,73,70.3,68,89,69.5,49,13,8.8,5,29.9,29.9,29.8,0.00
2012,10,16,86,79.8,73,72,69.3,66,89,70.6,55,14,7.5,3,29.9,29.9,29.8,0.00
2012,10,17,81,77.0,73,70,65.2,61,78,66.8,54,16,8.3,2,30.1,30.0,29.9,0.00
2012,10,18,86,78.7,73,68,64.2,57,83,62.7,37,9,4.2,0,30.0,29.9,29.9,0.00
2012,10,19,90,79.8,73,72,69.1,66,89,70.9,49,12,5.6,1,30.0,29.3,0.0,0.00
2012,10,20,90,81.6,75,73,70.7,68,89,70.3,49,14,6.6,0,30.0,29.9,29.8,0.00
2012,10,21,88,80.6,75,72,70.9,68,89,72.3,55,18,7.8,2,30.0,29.9,29.9,0.00
2012,10,22,86,79.5,77,72,69.0,66,83,70.4,51,9,4.1,0,30.0,29.9,29.9,0.00
2012,10,23,90,81.4,75,72,68.5,64,89,66.6,43,12,3.9,0,30.0,29.9,29.8,0.00
2012,10,24,84,78.7,73,72,68.5,64,94,71.5,51,8,4.4,0,29.9,29.9,29.8,0.00
2012,10,25,88,79.1,72,72,68.5,66,89,71.0,49,9,5.0,0,29.9,29.9,29.8,0.00
2012,10,26,90,81.2,73,72,68.6,66,89,66.7,46,9,5.2,2,29.9,29.9,29.8,0.00
2012,10,27,91,79.5,73,72,68.5,63,83,70.5,40,20,4.9,0,29.9,29.9,29.8,0.00
2012,10,28,79,75.1,72,70,67.7,66,83,77.4,69,23,12.0,3,29.9,27.3,0.0,0.00
2012,10,29,84,76.3,72,72,66.4,64,88,71.9,58,24,12.5,0,29.8,29.8,29.7,0.00
2012,10,30,86,79.0,75,72,65.2,57,89,63.6,45,15,5.0,0,30.0,29.9,29.8,0.00
2012,10,31,82,75.5,66,57,53.1,48,68,46.2,32,15,7.7,0,30.1,30.0,29.9,0.00
2012,11,1,82,71.6,61,57,51.6,43,82,53.3,25,7,3.6,0,30.1,30.0,29.9,0.00
2012,11,2,81,70.8,0,64,56.6,0,82,61.2,0,10,4.4,0,30.0,29.3,0.0,0.00
2012,11,3,84,75.9,70,68,65.5,64,88,71.3,51,8,4.3,2,29.9,29.9,29.8,0.00
2012,11,4,81,74.9,72,66,62.6,59,78,65.5,51,14,7.8,2,30.0,29.9,29.9,0.00
2012,11,5,81,74.2,70,66,62.1,59,83,66.2,54,10,6.5,3,30.0,29.9,29.9,0.00
2012,11,6,81,75.1,72,70,66.5,64,88,75.1,65,8,5.2,1,30.0,29.9,29.9,0.00
2012,11,7,88,78.0,72,72,67.0,0,88,73.2,0,16,9.2,5,29.9,29.8,29.8,0.00
2012,11,8,90,81.1,75,73,72.1,70,89,74.5,55,17,11.4,6,29.8,29.8,29.7,0.00
2012,11,9,90,81.4,73,73,72.6,72,94,75.8,55,29,11.8,8,29.8,29.8,29.7,0.00
2012,11,10,91,82.5,79,75,73.5,72,89,75.9,52,14,7.6,1,29.9,29.8,29.8,0.00
2012,11,11,79,69.7,64,75,61.3,57,89,75.5,60,28,10.9,0,30.1,30.0,29.9,0.00
2012,11,12,79,70.8,66,63,58.1,54,83,65.3,44,6,2.5,0,30.1,30.0,29.9,0.00
